Classifier,Feature Type,Accuracy,Balanced Accuracy,Precision,Recall,F1-score,Dataset
SVC,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
KNeighborsClassifier,TF-IDF,0.780889621,0.518354542,0.713973005,0.780889621,0.735637912,WineHQ
KNeighborsClassifier,DistilBERT,0.7907743,0.544441499,0.738967835,0.7907743,0.752795194,WineHQ
KNeighborsClassifier,GCN,0.784184514,0.503729233,0.698552052,0.784184514,0.727299964,WineHQ
KNeighborsClassifier,RNN,0.787479407,0.512424885,0.71075656,0.787479407,0.733638023,WineHQ
MultinomialNB,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
MultinomialNB,DistilBERT,0.772652389,0.509941676,0.703704187,0.772652389,0.728602154,WineHQ
MultinomialNB,GCN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
MultinomialNB,RNN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
MLPClassifier,TF-IDF,0.761120264,0.516154118,0.707158088,0.761120264,0.728307179,WineHQ
MLPClassifier,DistilBERT,0.807248764,0.49796748,0.656473375,0.807248764,0.724095519,WineHQ
MLPClassifier,GCN,0.766062603,0.485887239,0.674904996,0.766062603,0.712473936,WineHQ
MLPClassifier,RNN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
RandomForestClassifier,TF-IDF,0.792421746,0.518805232,0.720694039,0.792421746,0.738778503,WineHQ
RandomForestClassifier,DistilBERT,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
RandomForestClassifier,GCN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
RandomForestClassifier,RNN,0.714991763,0.507688229,0.697927967,0.714991763,0.706038344,WineHQ
SVC,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
SVC,DistilBERT,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
SVC,GCN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
SVC,RNN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
KNeighborsClassifier,TF-IDF,0.797364086,0.528517144,0.733916459,0.797364086,0.746026952,WineHQ
KNeighborsClassifier,DistilBERT,0.777594728,0.512990456,0.707807066,0.777594728,0.731662542,WineHQ
KNeighborsClassifier,GCN,0.774299835,0.487636974,0.67405345,0.774299835,0.714809886,WineHQ
KNeighborsClassifier,RNN,0.774299835,0.494300106,0.685085685,0.774299835,0.719360165,WineHQ
MultinomialNB,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
MultinomialNB,DistilBERT,0.799011532,0.529533404,0.736564643,0.799011532,0.747071249,WineHQ
MultinomialNB,GCN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
MultinomialNB,RNN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
MLPClassifier,TF-IDF,0.787479407,0.535745847,0.731162369,0.787479407,0.747181007,WineHQ
MLPClassifier,DistilBERT,0.812191104,0.504347826,0.84752149,0.812191104,0.72965534,WineHQ
MLPClassifier,GCN,0.749588138,0.48238777,0.675410388,0.749588138,0.707070473,WineHQ
MLPClassifier,RNN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
RandomForestClassifier,TF-IDF,0.789126853,0.503446448,0.699058924,0.789126853,0.727850827,WineHQ
RandomForestClassifier,DistilBERT,0.812191104,0.504347826,0.84752149,0.812191104,0.72965534,WineHQ
RandomForestClassifier,GCN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
RandomForestClassifier,RNN,0.705107084,0.488264404,0.685086795,0.705107084,0.694623018,WineHQ
SVC,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
SVC,DistilBERT,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
SVC,GCN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
SVC,RNN,0.810543657,0.5,0.65698102,0.810543657,0.725727897,WineHQ
KNeighborsClassifier,TF-IDF,0.784184514,0.520937215,0.716703654,0.784184514,0.736502045,WineHQ
KNeighborsClassifier,DistilBERT,0.789126853,0.537160264,0.732548418,0.789126853,0.747133715,WineHQ
KNeighborsClassifier,GCN,0.771004942,0.483162441,0.664062102,0.771004942,0.709258977,WineHQ
KNeighborsClassifier,RNN,0.772652389,0.490764801,0.677363933,0.772652389,0.714847354,WineHQ
MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,DistilBERT,0.784184514,0.49789311,0.687000872,0.784184514,0.721322522,WineHQ
MultinomialNB,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MLPClassifier,TF-IDF,0.772652389,0.536853009,0.723811153,0.772652389,0.741100621,WineHQ
MLPClassifier,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MLPClassifier,GCN,0.759472817,0.499078236,0.689894728,0.759472817,0.717395925,WineHQ
MLPClassifier,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,TF-IDF,0.797364086,0.538959899,0.741093997,0.797364086,0.750735089,WineHQ
RandomForestClassifier,DistilBERT,0.805601318,0.49796334,0.653802061,0.805601318,0.72180702,WineHQ
RandomForestClassifier,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,RNN,0.703459638,0.487499122,0.682450128,0.703459638,0.692431369,WineHQ
SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
KNeighborsClassifier,TF-IDF,0.775947282,0.515845565,0.708621359,0.775947282,0.731329572,WineHQ
KNeighborsClassifier,DistilBERT,0.766062603,0.493275511,0.68269337,0.766062603,0.715425847,WineHQ
KNeighborsClassifier,GCN,0.769357496,0.495312171,0.68491745,0.769357496,0.7173492,WineHQ
KNeighborsClassifier,RNN,0.775947282,0.496093476,0.68513596,0.775947282,0.718980001,WineHQ
MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,DistilBERT,0.771004942,0.51608259,0.707465086,0.771004942,0.730053628,WineHQ
MultinomialNB,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MLPClassifier,TF-IDF,0.774299835,0.537871339,0.725114178,0.774299835,0.742209313,WineHQ
MLPClassifier,DistilBERT,0.807248764,0.49898167,0.654057992,0.807248764,0.72262378,WineHQ
MLPClassifier,GCN,0.777594728,0.516863895,0.710107708,0.777594728,0.732362892,WineHQ
MLPClassifier,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,TF-IDF,0.784184514,0.5176452,0.713596947,0.784184514,0.734522737,WineHQ
RandomForestClassifier,DistilBERT,0.810543657,0.504310345,0.846496594,0.810543657,0.727365254,WineHQ
RandomForestClassifier,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,RNN,0.714991763,0.54071564,0.715927643,0.714991763,0.715458104,WineHQ
SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
KNeighborsClassifier,TF-IDF,0.78583196,0.508787485,0.704392906,0.78583196,0.729198636,WineHQ
KNeighborsClassifier,DistilBERT,0.757825371,0.488183861,0.67779841,0.757825371,0.710610377,WineHQ
KNeighborsClassifier,GCN,0.777594728,0.50040382,0.691407334,0.777594728,0.722152576,WineHQ
KNeighborsClassifier,RNN,0.771004942,0.489746471,0.67626939,0.771004942,0.71392006,WineHQ
MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,DistilBERT,0.7907743,0.50855046,0.706388786,0.7907743,0.729831758,WineHQ
MultinomialNB,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MLPClassifier,TF-IDF,0.772652389,0.51710092,0.708793569,0.772652389,0.731097924,WineHQ
MLPClassifier,DistilBERT,0.805601318,0.501255355,0.702405053,0.805601318,0.724832871,WineHQ
MLPClassifier,GCN,0.751235585,0.487402556,0.67818656,0.751235585,0.708673206,WineHQ
MLPClassifier,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,TF-IDF,0.7907743,0.505258445,0.701176158,0.7907743,0.727460231,WineHQ
RandomForestClassifier,DistilBERT,0.807248764,0.49898167,0.654057992,0.807248764,0.72262378,WineHQ
RandomForestClassifier,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,RNN,0.685337727,0.489465552,0.684298245,0.685337727,0.684816691,WineHQ
SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
KNeighborsClassifier,TF-IDF,0.686985173,0.470731793,0.671745126,0.686985173,0.679134142,WineHQ
KNeighborsClassifier,DistilBERT,0.78583196,0.538415619,0.731178821,0.78583196,0.74668645,WineHQ
KNeighborsClassifier,GCN,0.772652389,0.497348831,0.687334923,0.772652389,0.719271284,WineHQ
KNeighborsClassifier,RNN,0.784184514,0.514353185,0.710228153,0.784184514,0.732484543,WineHQ
MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,DistilBERT,0.780889621,0.512316525,0.706722684,0.780889621,0.730469649,WineHQ
MultinomialNB,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MultinomialNB,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MLPClassifier,TF-IDF,0.771004942,0.52925065,0.717950872,0.771004942,0.736857199,WineHQ
MLPClassifier,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
MLPClassifier,GCN,0.764415157,0.492257181,0.681644359,0.764415157,0.71446362,WineHQ
MLPClassifier,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,TF-IDF,0.787479407,0.509805815,0.706424936,0.787479407,0.730175597,WineHQ
RandomForestClassifier,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
RandomForestClassifier,RNN,0.716639209,0.531857925,0.710950863,0.716639209,0.71373819,WineHQ
SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,GCN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
SVC,RNN,0.808896211,0.5,0.65431308,0.808896211,0.723439052,WineHQ
KNeighborsClassifier,TF-IDF,0.526657997,0.50807418,0.538943442,0.526657997,0.531572165,FreeDesktop
KNeighborsClassifier,DistilBERT,0.574772432,0.525637416,0.557299115,0.574772432,0.562795166,FreeDesktop
KNeighborsClassifier,GCN,0.561768531,0.510366135,0.542004896,0.561768531,0.548327182,FreeDesktop
KNeighborsClassifier,RNN,0.56046814,0.500967313,0.532524887,0.56046814,0.539931204,FreeDesktop
MultinomialNB,TF-IDF,0.609882965,0.50703107,0.547706051,0.609882965,0.525646492,FreeDesktop
MultinomialNB,DistilBERT,0.622886866,0.52090913,0.579705119,0.622886866,0.541458276,FreeDesktop
MultinomialNB,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MultinomialNB,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MLPClassifier,TF-IDF,0.608582575,0.535945802,0.5759785,0.608582575,0.573596796,FreeDesktop
MLPClassifier,DistilBERT,0.626788036,0.509398822,0.589471736,0.626788036,0.508084965,FreeDesktop
MLPClassifier,GCN,0.533159948,0.493766603,0.525533339,0.533159948,0.528902118,FreeDesktop
MLPClassifier,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
RandomForestClassifier,TF-IDF,0.604681404,0.523074757,0.563581657,0.604681404,0.557852161,FreeDesktop
RandomForestClassifier,DistilBERT,0.617685306,0.511178246,0.561960814,0.617685306,0.525908035,FreeDesktop
RandomForestClassifier,GCN,0.622886866,0.499314218,0.515869702,0.622886866,0.484770016,FreeDesktop
RandomForestClassifier,RNN,0.517555267,0.486168861,0.518560498,0.517555267,0.518050517,FreeDesktop
SVC,TF-IDF,0.629388817,0.521230365,0.596600482,0.629388817,0.534846278,FreeDesktop
SVC,DistilBERT,0.618985696,0.532419439,0.581342131,0.618985696,0.565168346,FreeDesktop
SVC,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
SVC,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
KNeighborsClassifier,TF-IDF,0.595578674,0.533910112,0.568878504,0.595578674,0.572478336,FreeDesktop
KNeighborsClassifier,DistilBERT,0.599479844,0.539815055,0.574790338,0.599479844,0.578251155,FreeDesktop
KNeighborsClassifier,GCN,0.577373212,0.512390997,0.545395496,0.577373212,0.551059794,FreeDesktop
KNeighborsClassifier,RNN,0.591677503,0.522432288,0.557922071,0.591677503,0.560593511,FreeDesktop
MultinomialNB,TF-IDF,0.638491547,0.535472973,0.620000341,0.638491547,0.556161866,FreeDesktop
MultinomialNB,DistilBERT,0.628088427,0.532033235,0.593487744,0.628088427,0.558646961,FreeDesktop
MultinomialNB,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MultinomialNB,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MLPClassifier,TF-IDF,0.613784135,0.542193636,0.583293124,0.613784135,0.580081315,FreeDesktop
MLPClassifier,DistilBERT,0.616384915,0.535216707,0.580729986,0.616384915,0.570455196,FreeDesktop
MLPClassifier,GCN,0.566970091,0.51731058,0.548917908,0.566970091,0.554773059,FreeDesktop
MLPClassifier,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
RandomForestClassifier,TF-IDF,0.613784135,0.535227535,0.578750498,0.613784135,0.571372853,FreeDesktop
RandomForestClassifier,DistilBERT,0.641092328,0.541731635,0.62319284,0.641092328,0.566324974,FreeDesktop
RandomForestClassifier,GCN,0.622886866,0.500707438,0.541249779,0.622886866,0.489258268,FreeDesktop
RandomForestClassifier,RNN,0.526657997,0.490658928,0.522657856,0.526657997,0.524538309,FreeDesktop
SVC,TF-IDF,0.629388817,0.519837145,0.5971492,0.629388817,0.531534497,FreeDesktop
SVC,DistilBERT,0.611183355,0.523395992,0.567946692,0.611183355,0.55515302,FreeDesktop
SVC,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
SVC,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
KNeighborsClassifier,TF-IDF,0.505851756,0.490048943,0.522318859,0.505851756,0.51204038,FreeDesktop
KNeighborsClassifier,DistilBERT,0.579973992,0.53049203,0.562296766,0.579973992,0.567621435,FreeDesktop
KNeighborsClassifier,GCN,0.569570871,0.509637041,0.541838616,0.569570871,0.548464718,FreeDesktop
KNeighborsClassifier,RNN,0.55656697,0.49575898,0.526942024,0.55656697,0.534823168,FreeDesktop
MultinomialNB,TF-IDF,0.618985696,0.517790627,0.571047671,0.618985696,0.538896005,FreeDesktop
MultinomialNB,DistilBERT,0.615084525,0.515368734,0.563777434,0.615084525,0.537747623,FreeDesktop
MultinomialNB,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MultinomialNB,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MLPClassifier,TF-IDF,0.589076723,0.521746506,0.556594101,0.589076723,0.560146637,FreeDesktop
MLPClassifier,DistilBERT,0.633289987,0.513203107,0.662684463,0.633289987,0.507581442,FreeDesktop
MLPClassifier,GCN,0.525357607,0.484743157,0.516872161,0.525357607,0.520601033,FreeDesktop
MLPClassifier,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
RandomForestClassifier,TF-IDF,0.591677503,0.514072967,0.549755007,0.591677503,0.550205327,FreeDesktop
RandomForestClassifier,DistilBERT,0.618985696,0.514307577,0.567696103,0.618985696,0.531445171,FreeDesktop
RandomForestClassifier,GCN,0.624187256,0.501746939,0.558202724,0.624187256,0.489914014,FreeDesktop
RandomForestClassifier,RNN,0.525357607,0.498675358,0.530263841,0.525357607,0.52762194,FreeDesktop
SVC,TF-IDF,0.631989597,0.526095807,0.603750567,0.631989597,0.542871975,FreeDesktop
SVC,DistilBERT,0.617685306,0.538346038,0.583714757,0.617685306,0.574304807,FreeDesktop
SVC,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
SVC,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
KNeighborsClassifier,TF-IDF,0.591677503,0.525218728,0.560411723,0.591677503,0.56368776,FreeDesktop
KNeighborsClassifier,DistilBERT,0.574772432,0.519367926,0.55170148,0.574772432,0.557721041,FreeDesktop
KNeighborsClassifier,GCN,0.55656697,0.49575898,0.526942024,0.55656697,0.534823168,FreeDesktop
KNeighborsClassifier,RNN,0.548764629,0.491611804,0.522742623,0.548764629,0.53067034,FreeDesktop
MultinomialNB,TF-IDF,0.630689207,0.527146137,0.599224655,0.630689207,0.546582626,FreeDesktop
MultinomialNB,DistilBERT,0.612483745,0.509110072,0.553039117,0.612483745,0.52730406,FreeDesktop
MultinomialNB,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MultinomialNB,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
MLPClassifier,TF-IDF,0.577373212,0.520053708,0.552706154,0.577373212,0.558580867,FreeDesktop
MLPClassifier,DistilBERT,0.572171651,0.554209257,0.581570505,0.572171651,0.575973615,FreeDesktop
MLPClassifier,GCN,0.548764629,0.504847395,0.53622174,0.548764629,0.541169287,FreeDesktop
MLPClassifier,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
RandomForestClassifier,TF-IDF,0.596879064,0.519624191,0.556958127,0.596879064,0.555935195,FreeDesktop
RandomForestClassifier,DistilBERT,0.626788036,0.524027633,0.589063111,0.626788036,0.544020373,FreeDesktop
RandomForestClassifier,GCN,0.622886866,0.499314218,0.515869702,0.622886866,0.484770016,FreeDesktop
RandomForestClassifier,RNN,0.538361508,0.506980538,0.538039753,0.538361508,0.538199771,FreeDesktop
SVC,TF-IDF,0.630689207,0.522269866,0.601056184,0.630689207,0.535662125,FreeDesktop
SVC,DistilBERT,0.604681404,0.518198487,0.558942858,0.604681404,0.550509496,FreeDesktop
SVC,GCN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
SVC,RNN,0.625487646,0.5,0.391234796,0.625487646,0.481375293,FreeDesktop
KNeighborsClassifier,TF-IDF,0.59375,0.521527778,0.557584561,0.59375,0.558769079,FreeDesktop
KNeighborsClassifier,DistilBERT,0.595052083,0.539236111,0.572768921,0.595052083,0.577076677,FreeDesktop
KNeighborsClassifier,GCN,0.55859375,0.491319444,0.521387211,0.55859375,0.529584474,FreeDesktop
KNeighborsClassifier,RNN,0.545572917,0.484375,0.514471523,0.545572917,0.523326704,FreeDesktop
MultinomialNB,TF-IDF,0.62109375,0.514236111,0.571991688,0.62109375,0.527788685,FreeDesktop
MultinomialNB,DistilBERT,0.6171875,0.51875,0.569816054,0.6171875,0.54171921,FreeDesktop
MultinomialNB,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MultinomialNB,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MLPClassifier,TF-IDF,0.604166667,0.53125,0.570096028,0.604166667,0.568406859,FreeDesktop
MLPClassifier,DistilBERT,0.625,0.54375,0.593457944,0.625,0.578702627,FreeDesktop
MLPClassifier,GCN,0.5390625,0.484027778,0.514824854,0.5390625,0.522842396,FreeDesktop
MLPClassifier,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
RandomForestClassifier,TF-IDF,0.60546875,0.522569444,0.563522551,0.60546875,0.556245809,FreeDesktop
RandomForestClassifier,DistilBERT,0.626302083,0.521180556,0.588117181,0.626302083,0.537434746,FreeDesktop
RandomForestClassifier,GCN,0.623697917,0.501041667,0.551647269,0.623697917,0.487079173,FreeDesktop
RandomForestClassifier,RNN,0.515625,0.486805556,0.518956162,0.515625,0.51720855,FreeDesktop
SVC,TF-IDF,0.619791667,0.514583333,0.569815444,0.619791667,0.530164667,FreeDesktop
SVC,DistilBERT,0.634114583,0.547569444,0.606407749,0.634114583,0.580379514,FreeDesktop
SVC,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
SVC,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
KNeighborsClassifier,TF-IDF,0.59765625,0.547569444,0.579875214,0.59765625,0.584300029,FreeDesktop
KNeighborsClassifier,DistilBERT,0.59375,0.544444444,0.576418067,0.59375,0.581054688,FreeDesktop
KNeighborsClassifier,GCN,0.544270833,0.479861111,0.509101257,0.544270833,0.518660376,FreeDesktop
KNeighborsClassifier,RNN,0.537760417,0.477430556,0.507252932,0.537760417,0.51654908,FreeDesktop
MultinomialNB,TF-IDF,0.614583333,0.510416667,0.557251211,0.614583333,0.526870634,FreeDesktop
MultinomialNB,DistilBERT,0.610677083,0.514930556,0.559351106,0.610677083,0.540039621,FreeDesktop
MultinomialNB,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MultinomialNB,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MLPClassifier,TF-IDF,0.584635417,0.523958333,0.55738342,0.584635417,0.562318334,FreeDesktop
MLPClassifier,DistilBERT,0.626302083,0.523958333,0.588677645,0.626302083,0.543486096,FreeDesktop
MLPClassifier,GCN,0.545572917,0.501041667,0.532269188,0.545572917,0.537466739,FreeDesktop
MLPClassifier,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
RandomForestClassifier,TF-IDF,0.606770833,0.532638889,0.572508091,0.606770833,0.569534895,FreeDesktop
RandomForestClassifier,DistilBERT,0.625,0.522916667,0.585470085,0.625,0.54263099,FreeDesktop
RandomForestClassifier,GCN,0.626302083,0.504513889,0.600296443,0.626302083,0.492852251,FreeDesktop
RandomForestClassifier,RNN,0.526041667,0.498611111,0.529957265,0.526041667,0.52787824,FreeDesktop
SVC,TF-IDF,0.61328125,0.505902778,0.548142895,0.61328125,0.518052369,FreeDesktop
SVC,DistilBERT,0.618489583,0.541319444,0.586160801,0.618489583,0.577555259,FreeDesktop
SVC,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
SVC,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
KNeighborsClassifier,TF-IDF,0.62109375,0.550347222,0.5930825,0.62109375,0.588070423,FreeDesktop
KNeighborsClassifier,DistilBERT,0.622395833,0.564583333,0.601507777,0.622395833,0.602413646,FreeDesktop
KNeighborsClassifier,GCN,0.553385417,0.485069444,0.514178066,0.553385417,0.523223698,FreeDesktop
KNeighborsClassifier,RNN,0.553385417,0.496875,0.52798825,0.553385417,0.535508336,FreeDesktop
MultinomialNB,TF-IDF,0.6328125,0.529861111,0.605786804,0.6328125,0.549248374,FreeDesktop
MultinomialNB,DistilBERT,0.625,0.522222222,0.585227273,0.625,0.541154791,FreeDesktop
MultinomialNB,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MultinomialNB,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MLPClassifier,TF-IDF,0.609375,0.544444444,0.582232801,0.609375,0.582636387,FreeDesktop
MLPClassifier,DistilBERT,0.6328125,0.546527778,0.604262227,0.6328125,0.579419505,FreeDesktop
MLPClassifier,GCN,0.580729167,0.542361111,0.572104423,0.580729167,0.575563326,FreeDesktop
MLPClassifier,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
RandomForestClassifier,TF-IDF,0.614583333,0.536111111,0.579951601,0.614583333,0.571840641,FreeDesktop
RandomForestClassifier,DistilBERT,0.645833333,0.54375,0.640455085,0.645833333,0.565232474,FreeDesktop
RandomForestClassifier,GCN,0.626302083,0.506597222,0.592596282,0.626302083,0.499323472,FreeDesktop
RandomForestClassifier,RNN,0.532552083,0.496180556,0.527625153,0.532552083,0.529898533,FreeDesktop
SVC,TF-IDF,0.639322917,0.528819444,0.639904506,0.639322917,0.539142593,FreeDesktop
SVC,DistilBERT,0.615885417,0.526041667,0.574193372,0.615885417,0.55604541,FreeDesktop
SVC,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
SVC,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
KNeighborsClassifier,TF-IDF,0.604166667,0.534027778,0.572240557,0.604166667,0.571712707,FreeDesktop
KNeighborsClassifier,DistilBERT,0.58984375,0.537152778,0.569694899,0.58984375,0.574573373,FreeDesktop
KNeighborsClassifier,GCN,0.559895833,0.503472222,0.534882232,0.559895833,0.54196555,FreeDesktop
KNeighborsClassifier,RNN,0.563802083,0.510069444,0.541626243,0.563802083,0.548158089,FreeDesktop
MultinomialNB,TF-IDF,0.622395833,0.514583333,0.575194986,0.622395833,0.526960615,FreeDesktop
MultinomialNB,DistilBERT,0.626302083,0.519791667,0.587890883,0.626302083,0.534279562,FreeDesktop
MultinomialNB,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MultinomialNB,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MLPClassifier,TF-IDF,0.608072917,0.544791667,0.581827016,0.608072917,0.583016268,FreeDesktop
MLPClassifier,DistilBERT,0.62890625,0.506597222,0.660432701,0.62890625,0.494178424,FreeDesktop
MLPClassifier,GCN,0.545572917,0.492013889,0.523086643,0.545572917,0.530487735,FreeDesktop
MLPClassifier,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
RandomForestClassifier,TF-IDF,0.606770833,0.525,0.56640625,0.606770833,0.559237637,FreeDesktop
RandomForestClassifier,DistilBERT,0.62890625,0.525347222,0.595412966,0.62890625,0.543704724,FreeDesktop
RandomForestClassifier,GCN,0.622395833,0.499305556,0.515419948,0.622395833,0.484168063,FreeDesktop
RandomForestClassifier,RNN,0.5078125,0.480555556,0.513186252,0.5078125,0.510292602,FreeDesktop
SVC,TF-IDF,0.631510417,0.519097222,0.610772754,0.631510417,0.52562347,FreeDesktop
SVC,DistilBERT,0.62890625,0.546875,0.599049915,0.62890625,0.58163017,FreeDesktop
SVC,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
SVC,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
